Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Зразы картофельные;189,7;4,5;12,4;16
"Зразы картофельные с фаршем из пасты ""Океан""";174,8;5,5;10,7;15
Зразы отбивные;266,2;24,4;15,2;8,5
Зразы рубленые;303,4;18,1;20,7;11,9
Зразы рыбные с черносливом по-российски;122;13,8;3,4;9,7
Имам баилди;153,2;8,2;11,7;4,2
Имбирно-медовый цыпленок;193,1;14,5;11,1;9,5
Индейка с грибами;221,4;10,5;11,9;19,3
Кабачки и цветная капуста, запеченные под соусом;179,7;2,8;16;6,6
Кабачки с помидорами;104,4;1,3;8,1;7,1
Кабачки улыбаются;57,5;1,4;2,9;6,9
Кабачки фаршированные в томатном соку;47,1;1,6;0,4;10
Кабачки фаршированные мясом;115,9;5,5;8,8;3,9
Кабачки, баклажаны, перец или помидоры, фаршированные мясом или рисом;154,9;10;8,6;10
Калаатикко (из картофеля);119,4;4;8,4;7,5
Калитки картофельные;157,1;3,4;8,1;18,9
Кальмары жареные;174,6;9,9;14,4;1,4
Капуста отварная с маслом или соусом;92;1,7;7,8;4,1
Капуста по-охотничьи;65,8;2,3;2,4;9,5
Капуста со сметаной в горшочке;119,4;1,6;11,3;2,9
Капуста тушеная;102,2;2,7;5,9;10,2
Капуста тушеная;99,3;2,6;5,8;9,8
Капуста тушеная с грибами;132,1;8,1;7,8;7,9
Капуста, тушенная с лимонным соком;79,6;1,1;5,2;7,6
Капуста, тушенная со свеклой;56,4;1,7;2,4;7,4
Капустные котлеты;99,4;6,4;3,5;11,3
Капустные рулетики;160;3,1;15,4;2,4
Капустный пирог;158;4,3;12,7;7
Карп по-австрийски;150,1;11,7;10,9;1,4
Картофельные котлеты, запеченные под соусом грибным или сметанным соусом;228,9;4,1;19;11
Картофельные лепешки (национальное блюдо республики Коми);182,7;4,7;7,2;26,5
Картофельные оладьи с сыром;178;5,4;11,6;13,8
Картофельные оладьи со свежей капустой;185,3;3,7;13,5;13
Картофельный хворост;227,9;5,3;11,5;27,5
Кезан-кебаб;128,3;5,5;8,5;8
Кильки с картофельным салатом и яйцом;114,6;6,9;6,1;8,6
Киприана;294,3;15,6;24,9;2,1
Кисло-сладкая капуста;75,7;1,5;5,3;6
Кольраби с томатным соусом;80,6;4,9;4,6;5,3
Кольраби, тушенная с морковью;65,6;3,5;4,1;3,9
Корнетики с муссом ветчины;287,1;18,5;23,3;0,9
"Котлета ""Аленушкина загадка""";263;8,8;24,8;1,3
Котлетки по-приморски;151,9;13;8,8;5,6
Котлеты;227,4;10,1;19,4;3,3
"Котлеты ""Централь""";203,1;10,9;15,5;5,4
Котлеты гороховые;236;13,3;10,4;23,7
Котлеты из брюквы;99,3;3,1;5,6;9,6
Котлеты из кабачков с творогом;122,5;5;7,9;8,3
Котлеты из овощей;187,6;3,3;13,3;14,5
Котлеты из свинины по-сарански (мордовское национальное блюдо);571,6;14,2;52,9;10,4
Котлеты из филе птицы или дичи, панированные жареные;403,7;25,1;20,4;32
Котлеты или биточки рыбные;168,1;8,1;8,4;16,1
Котлеты капустно-морковные;198;4,5;14,1;14,2
Котлеты капустные;191;4,9;13,8;12,7
Котлеты картофельные;189,2;3,7;12,9;15,6
Котлеты морковные;206,2;4,1;14,5;15,9
Котлеты мясо-картофельные по-хлыновски;342,9;20,8;26,1;6,7
Котлеты натуральные;438,2;29;35,8;0,04
Котлеты натуральные из филе птицы или дичи под соусом паровым с грибами;312,2;13,3;16;30,6
Котлеты натуральные из филе птицы, дичи или кролика с гарниром;301,7;11,7;22,8;13,1
Котлеты натуральные паровые;209,8;8,8;19,4;0,008
Котлеты натуральные рубленые;490,5;23;44,3;0
Котлеты отбивные;505,2;18,2;43,5;10,7
Котлеты по-гречески;178,1;6,4;6,7;24,6
Котлеты по-киевски;444,7;21,6;27,8;28,8
Котлеты полтавские (украинское национальное блюдо);465,7;27,8;36,7;6,3
Котлеты рубленые из кур, кролика, запеченные с соусом молочным;301,8;17,7;15,8;23,7
Котлеты рубленые из птицы, дичи или кролика с гарниром;328,4;12,3;12,9;43,6
Котлеты рубленые, запеченные с молочным соусом;285,3;16,2;21;8,4
Котлеты рыбные любительские;148,2;10,5;8,5;8
Котлеты рыбные с капустой и морковью;288,7;20,8;20,9;4,6
Котлеты рыбные с омлетом и сыром;322,6;15;26,2;7,3
Котлеты свекольные;153,5;3,8;9;15,2
"Котлеты, биточки из рыбы и пасты ""Океан""";362;11,7;10;59,9
Котлеты, биточки, шницели;317,7;21,3;20,9;11,8
Крабы с яйцом;251,2;16,7;19,9;1,3
Красная капуста;73;1,1;5,2;5,9
Краснокочанная капуста, тушенная с яблоками;44,1;0,6;1;8,7
Креветки с соусом;211,3;26,5;7,5;10,1
Креветки, запеченные под сметанным или молочным соусом;175,7;15,1;7,8;11,9
Крокеты картофельные;187,3;4,2;13;14,2
Крокеты картофельные;207,5;4,3;13,6;18,2
Крокеты картофельные;239,7;4,3;20,2;10,9
Кролик в маринаде;194,5;15,7;11,5;7,6
Кролик по-любительски;455;15,4;26;42,3
Кролик под ореховым соусом;205,4;8,1;17,1;5,2
Курзе с зеленью (пельмени с фаршем из зелени - дагестанское национальное блюдо);162,8;6,2;5,1;24,7
Куриное филе, фаршированное грибами;226,2;13,4;19;0,5
Куриные грудки с соусом из грецких орехов;227,2;11,8;15,6;10,6
Куриные колбаски с жареным картофелем;141,9;6,4;7,8;12,3
Курица по-купечески;127,9;7;9,9;2,8
Курица почти в сметане;338,8;7,3;33,6;1,9
Курица фаршированная (галантин) или поросенок фаршированный;325,3;12,5;27,6;7,1
Курица, жаренная целиком;133,8;8,5;9,3;4,3
Курица, тушённая с картофелем и помидорами;123;5,6;9;5,1
Лангет;381,3;33,2;27,6;0
Лук маринованный;82,2;1,4;5;8,5
Лук порей с грибами;58,3;2,4;3,6;4,3
Лук-порей со свининой;207,5;6;15,6;11,5
Лук, жареный во фритюре;239,7;4,8;14;25,3
Луковый клопс;181,4;11,4;13,3;4,2
Люля-кебаб (азербайджанское национальное блюдо);338,7;20,1;24,6;9,9
Макароны с яйцом;114,9;3,1;7,5;9,4
Манты с бараниной (казахское национальное блюдо);204,9;11,7;10,3;17,6
Манты с тыквой;247,7;3;18;19,7
Масса из рыбы горячего копчения;340,1;22,3;27,8;0,3
Минестроне;66,8;4,2;3,4;5,3
Мозги, запеченные на гренках;219,6;9,8;12,1;19,2
Морепродукты под майонезом;472,2;39;34,7;1
Морковь в формочках;74,4;2,1;5,3;4,8
Морковь глазированная;146,3;1;6,8;21,6
Морковь с зеленым горошком в молочном соусе;184,8;7,4;8,9;19,9
Морковь тушеная;108;0,9;8,9;6,4
Морковь тушеная с рисом и черносливом;174,6;2,6;7,1;26,6
Морковь, тушенная в сметанном соусе;152,4;2,4;11,3;10,9
Морковь, тушенная с репчатым луком;57,6;1,9;2,5;7,4
Морковь, тушенная с рисом;130,8;1,7;8,1;13,7
Морковь, тушенная с черносливом или яблоками;146,6;2,2;5,1;24,7
Морской гребешок или креветки заливные;222;23,6;13,7;1,2
Морской гребешок отварной с соусом;159;16,9;6,2;9,4
"Мясо ""Пальчики оближешь""";269,4;9,8;24,7;2,1
Мясо в горшочке;57,9;1,9;3,8;4,3
Мясо в шубе;273,5;11,8;24,6;1,4
Мясо отварное;307,2;34,1;18,6;0,9
Мясо по-корейски;173,5;3,1;15,7;5,4
Мясо по-французски;264,6;10;23;4,6
Мясо с курагой;181,6;10,1;10,6;12,3
Мясо с овощами по-индонезийски;174,7;5,1;11;14,7
Мясо тушеное;252,3;17,3;9;27,3
Мясо шпигованное;174;17,6;9,2;5,6
Мясо, жаренное крупным куском;399,3;35;28,8;0
Мясо, жаренное крупным куском, шпигованное;391,5;32,6;29;0
Мясо, тушенное с луком в горшочке;293,2;15,9;9,7;37,9
Овощи в молочном соусе (1-й вариант);120,8;5,6;3,7;17,5
Овощи отварные с жиром;90,5;1,9;6;7,5
Овощи, припущенные в молочном или сметанном соусе;232,1;4,7;17,9;13,8
Овощи, припущенные с жиром;109,2;2,1;6;12,4
Овощное рагу с шампиньонами;73,2;1,1;6;3,9
Оладьи из капусты с сыром;213,2;5,6;19,3;4,6
Оладьи из печени;229,1;20,2;14,2;5,4
Омлет из взбитых сливок;256,8;6,4;14,8;26,2
Омлет натуральный;221,9;12,2;18,4;1,9
Омлет натуральный;128;8,7;9,2;2,7
Омлет с сыром;342;16,3;29,7;2,6
Омлет, смешанный с мясными продуктами;351,4;17,3;30,5;2,1
Осетрина, белуга, севрюга, сом с гарниром;132,6;12;8;3,3
Острый рис с помидорами;128,4;2,9;4,1;21,2
Охотничье блюдо;114,2;4,9;7,9;6,4
Палочки из оленины (национальное блюдо народов Севера);527,1;21,8;47,8;2,5
Пампушки с чесноком;215,3;5,8;3,9;41,9
Паста Наполитана;289,6;4,2;21,5;21
Паста сырная;555,2;14,8;54,2;2,3
Паштет из печени;294,5;14;26;1,1
Паштет из фасоли;330,5;13;20,9;24
Паштет рыбный;276,4;20,5;21,5;0,3
"Пельмени ""Московские""";279;14;14,6;24,6
Пельмени из говядины и свинины;276,9;13,4;12;30,7
Пельмени мясные;245;15,5;8;29,7
Пельмени по-мордовски;249,3;8,9;14,2;23
Пельмени рыбные (полуфабрикат);209,2;14,9;6,7;23,9
Пельмени рыбные, запеченные в горшочке;377,5;20,9;20,2;29,9
Пельмени со свининой и свежей капустой;268,5;10,2;12,9;29,7
Пельмени старорусские с субпродуктами;265,2;15,1;13,7;21,8
Пельмени, запеченные в сметане;616,6;25,7;40;41,1
Перец с грибами;73,4;2,1;5,7;3,5
Перец, фаршированный брынзой или сыром с яйцом (карачаево-черкесское национальное блюдо);175,2;8,4;14,3;3,4
Перец, фаршированный овощами и рисом;131,8;2,7;8,9;11
Печенка в сметане;184,7;8,9;14,6;4,7
Печеночный паштет;306,7;7,3;22,2;20,7
Печень в сметанном соусе;112,2;4,1;9;4,1
Печень по Берлински;118,2;8,1;6,4;7,6
Печень по Южноамерикански;139,8;14,2;9,2;0
Печень по-деревенски (печень, запеченная в яйце, - татарское национальное блюдо);182;16,5;11;4,6
Печень по-строгановски;347;16,3;29,1;5,3
Печень по-строгановски;211,8;6;19;4,4
Печень по-шадрински;84,8;11;2,6;4,7
Печень с грибами;251,3;21,6;17,3;2,5
Печень, жаренная с жиром или луком;300,3;23,7;21,2;3,9
Печень, тушенная в соусе;362,4;12,3;18,2;39,8
"Печенье ""Платочки""";302,2;8,9;19,5;24,2
Поджарка;357,6;26,1;26,1;4,9
Поджарка из рыбы;276,4;15,2;20;9,5
Помидоры жареные;55,6;0,8;4,2;4
Помидоры, фаршированные грибами;58;1,6;4,1;3,9
Помидоры, фаршированные овощами и рисом;118;2,3;7,6;10,8
Помидоры, фаршированные творогом;91,5;5,4;6,1;4,1
Помидоры, фаршированные яйцом и луком;95,4;3,1;7,7;3,8
Поросенок отварной с хреном;194,8;20,5;8,6;9,5
Поросенок фаршированный;120,3;16,5;5,7;0,6
Почки жареные с помидорами или лимонным соком;237,9;19,8;15,6;4,8
Почки по-русски;116,4;8,7;5,3;9,1
Почки с грибами в соусе красном с вином;154,7;12,8;9,8;4,1
Птица или дичь под паровым соусом с грибами и рисом;322;14,4;15,4;33,5
Птица или кролик жареные;508,3;31,2;42;1,3
Птица или кролик, тушенные в соусе;265,5;17,5;19,1;6,2
Птица, дичь или кролик отварные с гарниром;335,8;16;13,7;39,6
Птица, дичь или кролик по-столичному;396,2;22,9;21,2;30,3
Рагу из баранины или свинины;225,6;11,2;13,3;16,2
Рагу из грибов с яйцами;87,8;7,3;4,4;5,1
Рагу из овощей;147,2;4,5;7,9;15,4
Рагу из овощей;57,3;1,2;3;6,9
Рагу из птицы, дичи, кролика или субпродуктов;246,2;14,1;16,4;11,2
Рагу овощное (1-й вариант);125,9;4,7;5,2;16,1
Рагу овощное (2-й вариант);107,7;3;5,3;12,7
Репа или кабачки, фаршированные овощами и рисом;157,8;4,8;10,2;12,6
Репа, фаршированная грибами;189,9;5;13,1;13,8
Рис в капустных листьях с мясным фаршем;38,4;1,4;1,1;6,2
Рис запеченый;361,2;10,9;23,5;28,3
Рис припущенный;163,6;5,7;6,1;22,9
Рис припущенный с томатом;208,4;8,3;7,7;28,3
Ромштекс;395,3;26,9;27,4;11,1
Ромштексы;212,8;13,2;17,7;0,2
Рулет из баранины по-башкирски;190,5;14,5;11,4;7,9
Рулет из говядины;387,3;32,5;28,1;1,3
Рулет из курицы со свининой и черносливом;281;18,5;19,6;8,2
Рулет из печени с яблоками;124,3;6,2;9,8;3,1
Рулет из рыбы;159,6;10,6;7,4;13,5
Рулет или запеканка  картофельные с овощами или овощами и грибами;128,8;4,3;6,1;15,2
Рулет мясной с черносливом;202,9;13,2;13,7;7,3
Рулет с луком и яйцом;255,5;17,8;16,5;9,5
Рулет с макаронами или яйцом;287,1;16,2;13,9;26
Рулет яичный с морковью;198,6;9,9;15,7;4,7
Рулетики куриные;142;17,1;7,9;0,7
Рулетики мясные, фаршированные капустой, по-домашнему;460,4;16;40,5;8,7
"Рыба ""Аппетитная"" (рыба, запеченная с капустой и луком)";248,4;12,8;19;6,9
"Рыба ""Сюрприз"" (окунь)";115,7;9,3;8,2;1,2
Рыба (непластованная кусками) отварная;178,5;15,1;8,7;10,5
Рыба (непластованная кусками) припущенная;186,2;12,9;12,1;6,9
Рыба (семейства осетровых) жареная;242,2;16;16,7;7,5
Рыба (семейства осетровых) отварная;202,2;13,3;13,7;7
Рыба (семейства осетровых) припущенная;193,8;13,4;13;6,2
Рыба (филе) отварная;165;19,6;6;8,8
Рыба (филе) припущенная;145,9;13,8;7,5;6,3
Рыба в тесте, жареная;227;15,4;12,3;14,7
Рыба в яблочном соусе;86,7;5,9;4,8;5,2
Рыба жареная;207,8;16,6;11,3;10,6
Рыба заливная с гарниром;200,7;20,1;11,3;4,9
Рыба по-волжски (рыба маринованная, жареная);264,8;24,8;14,7;8,8
Рыба по-русски;190,6;14,5;11,6;7,5
Рыба по-старорусски в горшочке;152,3;4,5;13,4;3,7
Рыба под майонезом;191,8;10,6;16,1;1,1
Рыба под майонезом;258,8;12;22,4;2,4
Рыба под маринадом;6,2;0,3;0,3;0,5
Рыба припущенная с соусом белое вино;172,6;15;8,6;9,4
Рыба, жаренная во фритюре;245,2;12,5;15,7;14,3
Рыба, жаренная с луком по-ленинградски;220;12;14,1;12,1
Рыба, запеченная в соусе с грибами;366,4;25,6;27,7;4
Рыба, запеченная под молочным соусом;173,8;9,1;10,1;12,3
Рыба, запеченная с картофелем по-русски;193,8;13,5;11,9;8,7
Рыба, печеная со шпиком;97,5;11,2;2,8;7,3
Рыба, тушенная в томате с овощами;122,7;14,4;3,7;8,5
Рыбная запеканка;164;9,7;11,8;4,9
Рыбно-картофельные котлеты;130,2;6,7;9,9;3,8
Рыбные котлеты;241,6;7,9;12,3;26,4
Рыбные котлеты;112,8;11,8;6,1;2,7
Рыбные рулеты с овощами;122,3;6,8;8,5;4,9
Рыбный шницель;215,2;12,8;15,5;6,5
Салака в молоке;143;6,2;11,8;3,1
Салака в чесночном соусе;32,7;2,4;2,1;1,1
Салака, запеченная с рисом и капустой;43;2,6;1,7;4,6
Сациви из курицы или индейки (птица в ореховом соусе - грузинское национальное блюдо);312,8;20,4;19,4;15,1
Свекла тушеная;106,3;2,7;5,5;12,2
Свекла тушеная в сметане или соусе;144,3;2,3;10,6;10,7
Свекла тушеная с яблоками;166,1;2;11,8;13,9
Свекла, тушенная в сметанном соусе;174,8;2,6;12,7;13,3
Свекла, фаршированная творогом и изюмом;177,9;6,2;11,5;13,2
Свела, тушенная с яблоками;46,5;0,4;4;2,5
Свинина на сковороде по-зауральски;155,2;8;11,5;5,1
Свинина по-китайски;303,9;9,2;23,3;15,3
Свинина с капустой и клецками;139;4,6;9,9;8,5
Свинина, жаренная в тесте;319,1;10,9;25,2;13
Свинина, запеченная в тесте;322,9;13,1;27,7;5,6
Свинина, тушенная с капустой;128,5;4;11,7;2
Свиные рулетики;260,4;10,2;21,9;6,1
Сельдерей с картофелем;130,2;1,3;9,6;10,3
Сельдерей с морковью;163,9;1,4;13,8;9,1
Сельдерей с яблоками;131,9;2;8,8;11,9
Сельдерей со сливами;171,8;2,9;9,3;20,4
Сельдерей со стручковой фасолью;120;1,6;9,6;7,3
Сельдерей, жаренный с яйцом;81,2;3,2;4,6;7,3
Сельдь в сметане;182,6;11;12,9;5,9
Сельдь жареная по-датски;183,7;11,1;12,8;6,3
Сельдь по-московски с яблоками и луком;235,3;12,4;18,6;4,8
Сельдь рубленая;289,3;14,1;22,8;7,5
Сельдь рубленая с орехами;387,7;20;23,2;26,2
Сельдь с гарниром;94,4;6,7;3,6;9,5
Сельдь с гарниром;201,6;9,6;16,9;3
Сельдь с картофелем;174,5;9,8;10,4;11,1
Сердце, легкие и другие субпродукты в соусе;140,3;12,2;7,6;6,1
Сладкая запеканка из фасоли;299;11,2;15,5;30,5
Сладкая картофельная запеканка;176,7;3,9;11,6;15
Сладкая фасоль с грушами;157,7;9,6;2,9;24,9
Солянка;34,9;2;0,4;6,2
Солянка грибная;43,5;1,3;3,4;2
Солянка из рыбы на сковороде;135,8;14,1;6,6;5,3
Солянка овощная;124,9;3,2;8,2;10,2
Солянка по-казански (солянка с черносливом - татарское национальное блюдо);58,6;2,6;3,4;4,6
Солянка рыбная;96,9;13,3;3,8;2,5
Солянка сборная мясная;68,7;5,2;4,6;1,7
Солянка сборная мясная на сковороде;152,5;9;10,5;5,8
Спаржа в соусе;70;2,6;4,8;4,4
Спаржа с сыром;175,7;5,5;16,1;2,3
Спаржа со сливочным маслом;46,3;1,8;3;3,2
Спаржевая фасоль в яйце;256,1;6;19,1;16
Старинная запеканка из лосося;104,2;10,4;3,1;9,3
Строганина из рыбы (национальное блюдо народов Севера);172,6;34,3;3,9;0
Стручковая фасоль с творогом;119,1;5,7;9,6;2,6
Стручковая фасоль с яичницей;109,6;4,2;8,7;4
Стручковая фасоль тушеная;136,6;3,2;11,5;5,3
"Судак в соусе ""Рокфор""";128,5;7,7;10,2;1,7
Судак или щука фаршированные (целиком);153,2;11,1;6,8;12,7
Судак, запеченный с картофелем;88,1;5,6;4,9;5,9
Творожники вареные из картофеля;107,2;5,8;4,2;12,3
Тельное из рыбы;194,6;11,4;10,9;13,5
Тефтели;158,5;9,8;9;10,1
Тефтели (1-й вариант);315,9;18,7;22,1;11,2
Тефтели (2-ой вариант);304,5;17,5;21,1;11,9
Тефтели из мяса кролика;105,9;7,1;5,9;6,5
Тефтели рыбные;303,5;12,6;7,9;48,6
Треска с горчичным соусом;127,5;8,1;8,5;4,9
Тулма (голубцы - татарское национальное блюдо);181,8;9,3;13;7,4
Тушеная морковь со стручковой фасолью;38,5;2,1;1,7;3,9
Тушеная ставрида;70,3;6;3,9;3,1
Тушенная кольраби;74;4,1;5,1;3,3
Тушеное филе хека;137;7,7;11,1;1,7
Тушеный кролик;166,9;10,4;12,9;2,4
Тушеный стручковый перец;142,9;1,3;13,3;4,7
Тыква в сладком маринаде;90,7;0,4;0,04;23,7
Тыква отварная;116,9;2,6;7,9;9,4
Тыква, кабачки, баклажаны жареные;89,7;2,1;6;7,2
Уральские сардельки;295,2;10,2;26,7;3,8
Утка тушеная с грибами;170;5,8;16;0,7
Утка, фаршированная картофелем и черносливом;340;10,5;26,1;16,9
"Фальшивые ""куриные"" котлеты";157,4;10,5;4,6;19,8
Фальшивый заяц;209,5;14;16,8;0,7
Фаршированная кольраби;140,6;9,6;10,3;2,6
Фаршированные огурцы;102;1,6;9,3;3,2
Фаршированный лук;152,6;5,6;11,2;7,8
Фаршированный чернослив;174,5;5,9;1;38
Фасоль овощная отварная;24,7;2,492;0,305;2,918
Фасоль с огурцами;107,2;4,8;5,5;10,2
Фасоль с черносливом;316,5;8,7;12,8;44,4
Фасоль с яблоками;209,1;10,2;3,4;36,8
Филе;374,5;33,2;26,8;0,04
Филе из кур или дичи фаршированное;335,4;17;27,1;6,1
Филе индейки, фаршированное яблоками и черносливом;255,5;12,2;14,9;19,4
Филе морского гребешка, жаренное во фритюре;251,5;22,1;13,2;11,7
Филе птицы или дичи под майонезом;400,2;16,7;33,3;9,1
Филе с помидорами и соусом;235,1;12,7;16,7;9,1
Филе с соусом;288;20,2;19,9;7,5
Филе скумбрии по-гречески;78,4;4,6;4,2;5,9
Форшмак;245,3;6,9;21,7;6
Форшмак картофельный с сельдью;255,6;8,7;21,1;8,4
Фрикадельки мясные;263;28,7;16;1
Фрикадельки рыбные;152,6;21,6;6,7;1,6
Хрюшка из картофеля;130,2;4,8;9,3;7,2
Цветная капуста отварная;178,8;1,3;18,3;2,3
Цветная капуста под голландским соусом;52,4;2,3;3,2;3,8
Цветная капуста под соусом;123,2;2,3;10,9;4,2
Цветная капуста с морковью;72,3;1,5;5,9;3,5
Цветная капуста с морковью и сельдереем;49,1;1,2;3,1;4,4
Цветная капуста с помидорами;46,3;2,2;2,5;3,9
Цепелинай с мясом;41,3;1,2;2,9;2,8
Цеппелины (Литовская кухня);116,8;4,1;8,9;5,4
"Цимес ""Еврейский"" (тушеные овощи)";135,7;3,1;6,3;17,7
Цуккини в сырной панировке;100,9;6,2;4,8;8,9
Цыпленок с пряностями;167,3;15;11,3;1,6
