Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
"Салат ""Универсал""";27,2;1;0,2;5,6
"Салат ""Фантазия""";0;0;0;0
"Салат ""Цезарь""";303,6;14,8;17,2;24
"Салат ""Цезарь"" классический";0;0;0;0
"Салат ""Эгоист""";252,3;10,5;19,5;9,2
"Салат ""Эксклюзив""";100,4;7,2;6,8;2,9
"Салат ""Экспериментальный""";85;2,6;4,2;9,8
"Салат ""Эстонский""";166,2;2,3;14,2;7,8
Салат витаминный - 1;101;1,3;7,4;7,8
Салат витаминный - 2;113,7;1,4;7,7;10,3
Салат гороховый с яблоками;102,3;3,3;5,3;11,2
Салат греческий;188,5;3,9;17,8;3,4
Салат для мужчин;127,5;1,6;10;8,3
Салат из апельсинов и лука-порея;0;0;0;0
Салат из белокачанной капусты;67,9;1,8;3,6;7,6
Салат из белокочанной и морской капусты;84,6;1,8;5,1;8,4
Салат из белокочанной капусты с кальмарами;229,5;14;17,7;3,7
Салат из белокочанной капусты с сельдью и шпиком;185,6;13;13;4,4
Салат из белокочанной капусты с яблоками и сельдереем;85,3;1,6;5;9
Салат из белых грибов или шампиньонов;62,3;5,2;2,5;5,2
Салат из бобов;157,4;3,3;13,9;5
Салат из грибов и квашеной капусты;120,3;2;8,7;8,9
Салат из грибов с сельдью;135,7;8,2;10,8;1,6
Салат из зелени с дичью;230,4;6,8;18,5;9,7
Салат из кабачков и помидоров;103,4;1,1;9;4,8
Салат из кальмаров с яблоками;315,3;16,4;21,6;14,7
Салат из капусты с апельсинами;99,1;2,5;5,3;11,1
Салат из капусты с грибами;106,6;5,9;5,5;9
Салат из капусты с яблоками;32,4;1,5;0,2;6,5
Салат из капусты с яблоками;60,2;2,5;3,1;6
Салат из капусты с яблоками и луком;71,7;1,1;2,3;12,4
Салат из картофеля с морской капустой и свеклой;114;2,1;7,8;9,4
Салат из картофеля с редькой и яблоками;205,8;4,2;17,9;7,5
Салат из квашенной капусты;77,8;1,6;3,1;11,6
Салат из квашенной капусты и свеклы;69,9;1,9;5;4,6
Салат из квашеной капусты;101,7;1,4;8,1;6,2
Салат из квашеной капусты с селью;165,3;8;11,4;8,3
Салат из кильки в томатном соусе;283,5;5;27,2;5
Салат из кольраби;144,8;2,1;12,3;7
Салат из крабов;171,8;14,7;9,5;7,3
Салат из красного сладкого перца, зеленого горошка и риса;247,2;10;5,3;42,4
Салат из краснокачанной капусты;64,4;0,8;3,6;7,8
Салат из краснокачанной капусты с яблоками;38,1;0,7;0,3;8,6
Салат из краснокочанной капусты;86,8;0,5;6,1;7,8
Салат из краснокочанной капусты с грибами;97,4;1,8;6,5;8,4
Салат из креветок с рисом;310,1;25,6;10,3;30,6
Салат из кукурузы;317,6;8,8;8,5;54,8
Салат из курицы по-архангельски;195,9;4,7;15;11,3
Салат из маринованной свеклы с яблоками;90,1;1,3;6,1;8
Салат из моркови;191,8;5,7;7,6;26,8
Салат из моркови и капусты;140,6;1,7;11;9,2
Салат из моркови с курагой, помидорами и яблоками;78,2;1,2;2,8;12,8
Салат из моркови с орехами и медом;219,4;4,9;15,2;16,7
Салат из моркови с хреном;141,2;1,9;12,6;5,4
Салат из морского гребешка с огурцами;148,2;9;11,1;3,3
Салат из овощей с капустой морской;136,8;2;10,6;9,1
Салат из огурцов;57;1,1;4,5;3,2
Салат из огурцов;0;0;0;0
Салат из перца;173;1,1;16,9;4,4
Салат из помидоров;146;4,4;12,4;4,4
Салат из помидоров и огурцов;89,2;0,7;7,7;4,5
Салат из помидоров по-чилийски;19,9;0,6;0,2;4,2
Салат из помидоров, огурцов и сладкого перца;25;1,1;0,2;5,2
Салат из птицы  или дичи;198,8;5,6;15,1;10,9
Салат из птицы или дичи;243,5;11,2;19,4;6,3
Салат из разных фруктов;147,3;1;11,9;9,5
Салат из редиса;0;0;0;0
Салат из редиски со метаной;106,4;2;9,3;4
Салат из редьки;204,2;2,2;19,1;6,3
Салат из редьки и картофеля по-кабардински;128,4;4,7;9,2;7,3
Салат из редьки с орехами;0;0;0;0
Салат из репы;142,6;1,8;9,4;13,6
Салат из рыбы;184,9;10,5;13;6,9
Салат из свежей капусты с мясом;143,1;3,7;12,8;3,6
Салат из свежих овощей;77,5;1,6;4,4;8,3
Салат из свеклы и хрена;95,6;1,3;5,2;11,6
Салат из свеклы с орехами;117,8;1,7;8,8;8,5
Салат из свеклы с сыром и чесноком;211,6;7,1;17,1;7,8
Салат из свеклы с хреном;46,8;1,5;0,1;10,7
Салат из свеклы с черносливом, орехами и чесноком;284;7,1;15,6;30,7
Салат из сельди;204,1;11,9;14,7;6,4
Салат из соленых огурцов и брюквы;66,6;1,9;3,7;6,8
Салат из соленых огурцов и редьки;90,8;1,2;7,7;4,3
Салат из соленых огурцов и свеклы;95;1,4;7,6;5,6
Салат из спаржи;237,5;2,1;23,9;3,6
Салат из стручковой фасоли;215,9;16,1;3,9;31,1
Салат из стручковой фасоли;132,5;2,8;10,5;7,2
Салат из сырой моркови и репы;115,9;1,5;8,8;8,2
Салат из сырой моркови м яблоками;82,2;1,2;4,8;9,1
Салат из сырой свеклы;76,7;1,2;4,7;8
Салат из сырых овощей;94,3;1,6;7,6;5,3
Салат из сырых овощей с яблоками;58;1,1;3,3;6,4
Салат из творога;246,4;12,6;19,2;6,1
Салат из трески с майонезом;184,6;9,9;15;2,6
Салат из трески с хреном;164,8;8,9;10,1;10
Салат из тыквы;73;0,9;6,1;3,8
Салат из тыквы по-чувашски;82,9;1,2;0,2;20,4
Салат из тыквы с яблоками;35,7;0,6;0,3;8,2
Салат из фасоли;345,2;0,9;0,9;88,9
Салат из фасоли;336,6;13,8;19,6;28,1
Салат из фруктов;95,2;0,8;4,9;12,9
Салат из цветной капусты;53,2;1,8;3,8;3,1
Салат из цветной капусты;69,1;1,2;5,7;3,5
Салат из цветной капусты, свежих огурцов и помидоров;77,3;2;5,3;5,6
Салат из шампиньонов;143,1;3,9;12,5;4
Салат из щавеля;200,1;2,3;18,8;5,8
Салат из яблок и брусники;78,6;0,8;5;8,1
Салат из яблок и лука;111,1;1;8,3;8,6
Салат из яблок и моркови  с орехами;152,6;4,1;6,8;19,9
Салат из яблок и помидоров;67,1;0,8;4,1;7,2
Салат из яблок и сливы;97,9;2,6;2,2;18,1
Салат из яблок и тыквы;36,2;0,6;0,3;8,3
Салат из яблок с орехами;75,8;1,7;0,3;17,6
Салат картофельный;127,9;2,5;6,6;15,5
Салат картофельный с грибами и брусникой;123,6;4,2;9,1;6,7
Салат картофельный с грибами и клюквой;123,6;4,2;9,1;6,7
Салат картофельный с яблоками;109,5;2;7,9;8,2
Салат любительский;97,3;1,5;5,5;11,2
Салат Муравейник;235,4;12,6;7,9;30,2
Салат мясной;205,1;7,1;15,5;9,9
Салат мясной;254;11,8;20,7;5,4
Салат овощной с редькой и яблоками;157,3;2;13,5;7,4
Салат овощной с яблоками и сладким перцем;123,8;1,4;10,8;5,7
Салат освежающий с редькой;47,9;1,7;0,3;10,3
Салат осенний;82,1;1,6;6,1;5,6
Салат по-берлински;219,7;1,9;21,6;4,8
Салат по-деревенски;113,7;2,6;7,2;10,1
Салат по-коми-пермяцки (из квашеной капусты с мясом);143;10,5;10,1;2,8
Салат по-французски;166,6;2,1;14,3;7,9
Салат по-чешски;196,6;4,2;18,4;3,8
Салат рыбный;153,3;6,4;12,4;4,4
Салат рыбный;204,2;12,1;15,7;3,9
Салат рыбный с морской капустой;119;8,8;7,5;4,2
Салат с кальмарами;0;0;0;0
Салат с колбасой;182,5;4;14,8;8,9
Салат с копченой треской;122,2;6,9;8,8;4
Салат с креветками;250,9;7,7;23,3;2,7
Салат с кукурузой;319,9;7,4;22,5;23,4
Салат с маслом и уксусом;167,2;1,4;15,8;5,1
Салат с сардинами;85,1;6,1;2,6;10
Салат с сельдереем и творогом;0;0;0;0
Салат сезонный;129,8;2,1;10,1;8,2
Салат со сметаной и яйцом;81,4;1,8;7;3
Салат столичный;325,2;15,9;27,8;3
Салат фруктовый со сметанным соусом;137,7;1,1;7,9;16,6
Салат яичный;214,2;7,3;19,5;2,6
"Салат-коктейль ""Экзотик""";0;0;0;0
Салат-коктейль овощной;147,4;1,8;12,8;6,6
Салат-коктейль рыбный;217,6;13,9;17,3;1,7
Салат-коктейль с ветчиной и сыром;273,6;12,4;23,8;2,6
Салат-коктейль с курицей и фруктами;245,1;10,3;19,1;8,6
Свекла в сладком маринаде;48,6;0,4;0,04;12,4
Свекла с клюквой;103,7;1,5;6,2;11,2
"Селедка ""под шубой""";209,5;8;18,2;3,7
Сельдь протертая с маслом;319;16,1;26,4;4,4
Сыр картофельный;154,6;9,1;9,6;8,5
Сыр слоеный;196,1;16;14,2;1,1
Сырный салат;153,4;5,6;11,6;7,2
Сырный салат;0;0;0;0
Фальшивый Оливье;167;11,1;8,8;11,5
Черемша с маслом (национальное блюдо народов Севера);124,3;3,4;8,7;8,6
Яблочный салат с сельдереем и помидорами.;0;0;0;0
Яичный салат;181,7;9,7;15,1;1,9
