Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Суп молочный с овощами;84,9;4,5;2,8;11,2
Суп молочный с рисом;61,9;2,2;2,8;7,5
Суп молочный с рисом;81;2,1;3,9;10
Суп молочный с рисом, по 1-174;54;1,8;1,9;7,3
Суп молочный с тыквой;50,9;2,1;1,7;7,2
Суп молочный с тыквой и манной крупой, по 1-178;50;2;2,2;5,4
Суп овощной на отваре шиповника;67,8;2,3;3,2;7,9
Суп перловый с грибами по 1-164;43;1,6;1,2;6,4
Суп пикантный с креветками;81,9;9;2,7;5,7
Суп полевой;93,5;1,5;5,9;9,2
Суп пшенный с мясом по 1-160;57;2,9;2,2;6,4
Суп рисовый по 1-158;38;0,9;1,1;6,2
Суп с бобовыми (фасоль) по 1-162;54;3;1,3;6,9
Суп с крупой;41,5;0,7;1,9;5,7
Суп с макаронными изделиями;39;0,9;2;4,5
Суп с перловой крупой;0;0;0;0
Суп с рыбными вареничками;64,3;5,2;2,6;5,3
Суп с рыбными фрикадельками;28,8;3,7;0,6;2,3
Суп с фрикадельками;24;1,7;0,9;2,3
Суп со шпинатом и грибами;76,8;1,8;7,6;0,5
Суп фасолевый;66,3;1,7;4,8;4,2
Суп харчо с мясом по 1-164;75;3,1;4,5;5,5
"Суп холодный ""Таратор""";146,1;3,9;10;10,7
Суп-крем из тыквы;92,5;3,4;4,6;10
Суп-лапша домашняя;47,8;1,2;2,4;5,9
Суп-лапша с помидорами по-казачьи;67,4;4;4,1;4
Суп-пюре из зеленого горошка;82,7;4;3;10,5
Суп-пюре из кабачков или тыквы;47;1,3;2,8;4,5
Суп-пюре из картофеля и моркови;37,7;0,6;2,9;2,4
Суп-пюре из картофеля по 1-180;58;1,6;2;8,3
Суп-пюре из моркови по 1-182;39;1,2;1,8;4,5
Суп-пюре из печени;67,9;3,7;4,1;4,3
Суп-пюре из птицы;93,1;4,8;6,8;3,5
Суп-пюре из разных овощей;60,3;2,3;2,8;7
Суп-пюре из рисовой крупы по 1-186;48;1,4;1,3;7,7
Суп-пюре из свежих помидоров;40,5;1,8;3,1;1,4
Суп-пюре из черники;33,5;0,3;1,3;5,5
Суп-пюре из шпината по 1-184;42;1,9;2;4
"Суп-салат ""Садовый""";62,8;5,6;2,8;4
Суп-харчо;43,9;2,2;2,1;4,3
Суп-харчо (грузинское национальное блюдо);87,9;4,8;5,5;5
Сырный суп;93,4;4,7;6,9;3,2
Уха ладожская с кнелями и расстегаями;85,2;13,4;2,5;2,5
Уха ростовская;70,1;8,5;2,2;4,4
Уха рыбацкая;66,7;8,5;1,9;4,3
Уха с перловой крупой;66,3;9,3;1;5,4
Уха с расстегаями;85,3;10,4;2,9;4,7
Фасолевый суп;48,1;2,3;1,6;6,6
Харчо;114,9;8;3,6;13,6
Хирмаса (суп из субпродуктов с лапшой домашней - бурятское национальное блюдо);85,6;4,3;5,5;5
Холодный борщ с редькой;32,3;0,9;2;2,9
Щи боярские;48,3;3,5;2,6;2,9
Щи зеленые с яйцом;44,9;1,9;3,2;2,2
Щи из квашеной капусты;37,2;2;2,8;1
Щи из квашеной капусты;28,7;0,8;1,7;2,6
Щи из квашеной капусты по 1-132;19;0,8;1;1,5
Щи из клевера и щавеля;116,3;3,3;8,9;6,1
Щи из свежей белокочанной капусты;17,1;0,5;0,8;2,2
Щи из свежей капусты;33,3;1;1,9;3,4
Щи из свежей капусты по 1-130;24;0,9;1,1;2,5
Щи из свежей капусты с картофелем;41,6;1,1;2,1;4,9
Щи из щавеля;45,3;2,1;3,1;2,4
Щи из щавеля по 1-132;48;2,3;3,5;1,8
Щи по-уральски (с крупой);31,5;0,8;1,8;3,2
Щи с ячневой крупой;47,6;2,3;3,6;1,6
Щи суточные;46,3;1,7;3,2;2,8
Щи суточные по 1-134;19;0,9;1;1,5
Щи томленые с гречневыми блинами;56,8;3,5;3,7;2,6
Юшка картофельная с кабачками и помидорами;74,6;3,5;4,3;6
Яблочный суп со сметаной;50,5;0,8;3,2;4,9
